type,entry_time,entry_price,stop_loss,take_profit,orb_high,orb_low,orb_range,position_size,exit_time,exit_price,exit_reason,pnl,symbol,trade_duration,capital_after,cumulative_pnl,running_max,drawdown,symbol_name,category
SHORT,2025-06-23 20:50:00+00:00,472.509909765625,475.8600853515625,465.80995859375,475.8599853515625,472.510009765625,3.3499755859375,21,2025-06-23 20:55:00+00:00,475.8600853515625,STOP_LOSS,-70.35368730468645,MSFT,5.0,10168.10918671876,168.10918671876192,373.2909151367299,-205.18172841796797,Microsoft,stocks
SHORT,2025-06-23 20:55:00+00:00,310.3098975585937,311.8400963378906,307.24989999999985,311.8399963378906,310.3099975585937,1.5299987792969318,33,2025-06-24 13:50:00+00:00,307.24989999999985,TAKE_PROFIT,100.9799194335975,GLD,1015.0,10439.264960009777,439.2649600097795,439.2649600097795,0.0,Gold ETF,commodities
LONG,2025-06-23 20:55:00+00:00,475.8600853515625,472.509909765625,482.5600365234375,475.8599853515625,472.510009765625,3.3499755859375,21,2025-06-23 21:00:00+00:00,472.509909765625,STOP_LOSS,-70.35368730468645,MSFT,5.0,10097.755499414074,97.75549941407547,373.2909151367299,-275.5354157226544,Microsoft,stocks
SHORT,2025-06-23 21:20:00+00:00,472.509909765625,475.8600853515625,465.80995859375,475.8599853515625,472.510009765625,3.3499755859375,21,2025-06-23 21:25:00+00:00,475.8600853515625,STOP_LOSS,-70.35368730468645,MSFT,5.0,10027.401812109387,27.401812109389027,373.2909151367299,-345.88910302734087,Microsoft,stocks
LONG,2025-06-23 22:00:00+00:00,209.09009633789066,207.38989938964843,212.4900902343751,209.08999633789065,207.38999938964844,1.699996948242216,47,2025-06-24 13:50:00+00:00,212.4900902343751,TAKE_PROFIT,159.7997131347683,AMZN,950.0,10058.757127441411,58.75712744141012,95.82493144531247,-37.06780400390235,Amazon,stocks
LONG,2025-06-23 22:10:00+00:00,166.31009755859375,163.82990183105468,171.27008901367188,166.30999755859375,163.8300018310547,2.4799957275390625,38,2025-06-24 20:45:00+00:00,171.27008901367188,TAKE_PROFIT,188.47967529296875,GOOGL,1355.0,9731.087885131832,-268.91211486816854,151.0382999511707,-419.95041481933924,Google,stocks
SHORT,2025-06-24 13:50:00+00:00,201.1698981689453,202.67009816894532,198.1698981689453,202.6699981689453,201.1699981689453,1.5,47,2025-06-24 16:30:00+00:00,202.67009816894532,STOP_LOSS,-70.50940000000031,AAPL,160.0,9466.594567260727,-533.4054327392697,-20.014034082038933,-513.3913986572308,Apple,stocks
SHORT,2025-06-24 13:50:00+00:00,487.70989145507815,489.66010366210935,483.80986704101565,489.6600036621094,487.7099914550781,1.95001220703125,20,2025-06-24 15:00:00+00:00,489.66010366210935,STOP_LOSS,-39.004244140623996,MSFT,70.0,9988.397567968763,-11.602432031234969,373.2909151367299,-384.89334716796486,Microsoft,stocks
SHORT,2025-06-24 14:15:00+00:00,345.0198890136719,354.01691518554685,327.0262366699219,354.0168151855469,345.0199890136719,8.996826171875,12,2025-06-24 20:40:00+00:00,327.0262366699219,TAKE_PROFIT,215.923828125,TSLA,385.0,11530.77608320313,1530.7760832031286,1530.7760832031286,0.0,Tesla,stocks
LONG,2025-06-24 14:40:00+00:00,538.0400780273437,536.27187265625,541.5760887695312,538.0399780273438,536.27197265625,1.76800537109375,18,2025-06-24 21:10:00+00:00,536.27187265625,STOP_LOSS,-31.827696679686596,QQQ,390.0,9941.150045898437,-58.84995410154443,12.584721093753615,-71.43467519529804,Nasdaq ETF,stocks
LONG,2025-06-24 15:00:00+00:00,489.66010366210935,487.70989145507815,493.56012807617185,489.6600036621094,487.7099914550781,1.95001220703125,20,2025-06-24 20:50:00+00:00,487.70989145507815,STOP_LOSS,-39.004244140623996,MSFT,350.0,9949.393323828139,-50.606676171858965,373.2909151367299,-423.89759130858886,Microsoft,stocks
LONG,2025-06-24 15:20:00+00:00,605.4501122070312,603.9399024414063,608.4701317382812,605.4500122070312,603.9400024414062,1.510009765625,16,2025-06-24 20:00:00+00:00,603.9399024414063,STOP_LOSS,-24.163356249999197,SPY,280.0,9981.474113769544,-18.525886230454944,261.587515625004,-280.11340185545896,S&P 500 ETF,stocks
LONG,2025-06-24 15:35:00+00:00,305.1901024414062,303.5399085449219,308.490090234375,305.19000244140625,303.5400085449219,1.649993896484375,34,2025-06-24 21:00:00+00:00,303.5399085449219,STOP_LOSS,-56.10659248046704,GLD,325.0,10383.158367529311,383.15836752931244,439.2649600097795,-56.10659248046704,Gold ETF,commodities
LONG,2025-06-24 16:30:00+00:00,202.67009816894532,201.1698981689453,205.67009816894532,202.6699981689453,201.1699981689453,1.5,46,2025-06-24 19:35:00+00:00,201.1698981689453,STOP_LOSS,-69.0092000000003,AAPL,185.0,9397.585367260726,-602.41463273927,-20.014034082038933,-582.4005986572311,Apple,stocks
LONG,2025-06-24 17:00:00+00:00,213.97010122070313,211.0448981689453,219.82010732421875,213.97000122070312,211.0449981689453,2.9250030517578125,34,2025-06-24 20:40:00+00:00,219.82010732421875,TAKE_PROFIT,198.90020751953125,AMZN,220.0,10257.657334960943,257.6573349609414,257.6573349609414,0.0,Amazon,stocks
SHORT,2025-06-24 19:35:00+00:00,201.1698981689453,202.67009816894532,198.1698981689453,202.6699981689453,201.1699981689453,1.5,46,2025-06-24 20:50:00+00:00,202.67009816894532,STOP_LOSS,-69.0092000000003,AAPL,75.0,9328.576167260726,-671.4238327392703,-20.014034082038933,-651.4097986572314,Apple,stocks
SHORT,2025-06-25 13:50:00+00:00,332.57988657226565,341.990090234375,313.7598792480469,341.989990234375,332.5799865722656,9.410003662109375,12,2025-06-25 20:45:00+00:00,313.7598792480469,TAKE_PROFIT,225.840087890625,TSLA,415.0,11756.616171093756,1756.6161710937536,1756.6161710937536,0.0,Tesla,stocks
LONG,2025-06-25 14:00:00+00:00,305.6251,305.1198951171875,306.635109765625,305.625,305.1199951171875,0.5050048828125,33,2025-06-25 16:20:00+00:00,306.635109765625,TAKE_PROFIT,33.330322265625,GLD,140.0,10416.488689794936,416.48868979493744,439.2649600097795,-22.776270214842043,Gold ETF,commodities
LONG,2025-06-25 14:05:00+00:00,494.150490625,491.6098853515625,499.231301171875,494.150390625,491.6099853515625,2.5404052734375,20,2025-06-25 15:55:00+00:00,491.6098853515625,STOP_LOSS,-50.812105468748996,MSFT,110.0,9898.58121835939,-101.41878164060796,373.2909151367299,-474.70969677733785,Microsoft,stocks
SHORT,2025-06-25 14:10:00+00:00,607.7499,608.6100853515625,606.029929296875,608.6099853515625,607.75,0.8599853515625,16,2025-06-25 17:40:00+00:00,606.029929296875,TAKE_PROFIT,27.51953125,SPY,210.0,10008.993645019544,8.993645019545056,261.587515625004,-252.59387060545896,S&P 500 ETF,stocks
SHORT,2025-06-25 14:10:00+00:00,541.9399024414063,543.3100975585937,539.1999122070313,543.3099975585938,541.9400024414062,1.3699951171875,18,2025-06-25 21:10:00+00:00,543.3100975585937,STOP_LOSS,-24.663512109374096,QQQ,420.0,9916.486533789062,-83.51346621091852,12.584721093753615,-96.09818730467214,Nasdaq ETF,stocks
LONG,2025-06-25 14:30:00+00:00,171.18000112304688,167.5499030517578,178.439797265625,171.17990112304688,167.5500030517578,3.6298980712890625,26,2025-06-25 20:50:00+00:00,167.5499030517578,STOP_LOSS,-94.3825498535158,GOOGL,380.0,9636.705335278317,-363.29466472168434,151.0382999511707,-514.332964672855,Google,stocks
SHORT,2025-06-25 15:40:00+00:00,213.3998938964844,216.0201042724609,208.1598731445314,216.0200042724609,213.3999938964844,2.6200103759765057,39,2025-06-25 20:45:00+00:00,208.1598731445314,TAKE_PROFIT,204.36080932616744,AMZN,305.0,10462.01814428711,462.01814428710884,462.01814428710884,0.0,Amazon,stocks
SHORT,2025-06-25 16:05:00+00:00,491.6098853515625,494.150490625,486.5290748046875,494.150390625,491.6099853515625,2.5404052734375,20,2025-06-26 13:50:00+00:00,494.150490625,STOP_LOSS,-50.812105468748996,MSFT,1305.0,9847.76911289064,-152.23088710935696,373.2909151367299,-525.5218022460868,Microsoft,stocks
SHORT,2025-06-25 17:25:00+00:00,201.19989694824218,203.66010366210935,196.27988352050787,203.66000366210935,201.1999969482422,2.460006713867159,37,2025-06-30 19:10:00+00:00,203.66010366210935,STOP_LOSS,-91.02764841308513,AAPL,7305.0,9237.548518847641,-762.4514811523554,-20.014034082038933,-742.4374470703165,Apple,stocks
LONG,2025-06-25 22:30:00+00:00,171.18000112304688,167.5499030517578,178.439797265625,171.17990112304688,167.5500030517578,3.6298980712890625,26,2025-06-26 20:45:00+00:00,167.5499030517578,STOP_LOSS,-94.3825498535158,GOOGL,1335.0,9542.322785424802,-457.67721457520014,151.0382999511707,-608.7155145263708,Google,stocks
LONG,2025-06-26 13:55:00+00:00,495.6401146484375,493.7649146484375,499.3901146484375,495.6400146484375,493.7650146484375,1.875,19,2025-06-26 14:50:00+00:00,493.7649146484375,STOP_LOSS,-35.628799999999046,MSFT,55.0,9812.140312890642,-187.859687109356,373.2909151367299,-561.1506022460859,Microsoft,stocks
LONG,2025-06-26 14:00:00+00:00,609.3801048828125,608.6748877929688,610.7901390625,609.3800048828125,608.6749877929688,0.70501708984375,16,2025-06-26 15:15:00+00:00,610.7901390625,TAKE_PROFIT,22.560546875,SPY,75.0,10031.554191894544,31.554191894545056,261.587515625004,-230.03332373045896,S&P 500 ETF,stocks
LONG,2025-06-26 14:00:00+00:00,543.6000755859375,541.8399268554688,547.119973046875,543.5999755859375,541.8400268554688,1.75994873046875,18,2025-06-26 20:50:00+00:00,541.8399268554688,STOP_LOSS,-31.682677148436596,QQQ,410.0,9884.803856640625,-115.19614335935512,12.584721093753615,-127.78086445310873,Nasdaq ETF,stocks
LONG,2025-06-26 14:35:00+00:00,213.7501,212.19989694824218,216.85010610351563,213.75,212.1999969482422,1.5500030517578125,48,2025-06-26 15:20:00+00:00,216.85010610351563,TAKE_PROFIT,148.80029296875,AMZN,45.0,10610.81843725586,610.8184372558588,610.8184372558588,0.0,Amazon,stocks
SHORT,2025-06-26 14:55:00+00:00,493.7649146484375,495.6401146484375,490.0149146484375,495.6400146484375,493.7650146484375,1.875,19,2025-06-26 17:00:00+00:00,495.6401146484375,STOP_LOSS,-35.628799999999046,MSFT,125.0,9776.511512890644,-223.48848710935505,373.2909151367299,-596.7794022460849,Microsoft,stocks
LONG,2025-06-26 16:15:00+00:00,306.3901146484375,304.85491098632815,309.4601219726562,306.3900146484375,304.8550109863281,1.535003662109375,33,2025-06-27 13:50:00+00:00,304.85491098632815,STOP_LOSS,-50.66172084960772,GLD,1295.0,10365.826968945328,365.8269689453297,439.2649600097795,-73.43799106444976,Gold ETF,commodities
LONG,2025-06-26 17:00:00+00:00,495.6401146484375,493.7649146484375,499.3901146484375,495.6400146484375,493.7650146484375,1.875,19,2025-06-26 21:00:00+00:00,499.3901146484375,TAKE_PROFIT,71.25,MSFT,240.0,9847.761512890644,-152.23848710935505,373.2909151367299,-525.5294022460849,Microsoft,stocks
SHORT,2025-06-26 20:45:00+00:00,169.97989572753906,172.47010122070313,164.99988474121093,172.47000122070312,169.97999572753906,2.4900054931640625,38,2025-06-26 20:50:00+00:00,172.47010122070313,STOP_LOSS,-94.62780874023463,GOOGL,5.0,9447.694976684566,-552.3050233154347,151.0382999511707,-703.3433232666055,Google,stocks
LONG,2025-06-26 20:50:00+00:00,172.47010122070313,169.97989572753906,177.45011220703125,172.47000122070312,169.97999572753906,2.4900054931640625,37,2025-06-26 21:00:00+00:00,169.97989572753906,STOP_LOSS,-92.13760324707056,GOOGL,10.0,9355.557373437496,-644.4426265625052,151.0382999511707,-795.480926513676,Google,stocks
LONG,2025-06-27 13:50:00+00:00,613.85508046875,612.6999122070313,616.1650169921875,613.85498046875,612.7000122070312,1.15496826171875,16,2025-06-27 16:10:00+00:00,616.1650169921875,TAKE_PROFIT,36.958984375,SPY,140.0,10068.513176269544,68.51317626954506,261.587515625004,-193.07433935545896,S&P 500 ETF,stocks
SHORT,2025-06-27 13:50:00+00:00,496.43999399414065,498.17011342773435,492.98015512695315,498.1700134277344,496.4400939941406,1.72991943359375,19,2025-06-27 15:30:00+00:00,498.17011342773435,STOP_LOSS,-32.872269238280296,MSFT,100.0,9814.889243652364,-185.11075634763534,373.2909151367299,-558.4016714843652,Microsoft,stocks
LONG,2025-06-27 13:55:00+00:00,548.135109765625,546.739890234375,550.925148828125,548.135009765625,546.739990234375,1.39501953125,18,2025-06-27 18:15:00+00:00,546.739890234375,STOP_LOSS,-25.113951562499096,QQQ,260.0,9859.689905078125,-140.31009492185422,12.584721093753615,-152.89481601560783,Nasdaq ETF,stocks
LONG,2025-06-27 13:55:00+00:00,325.8201073242187,320.0699073242188,337.3201073242187,325.82000732421875,320.07000732421875,5.75,20,2025-06-27 18:35:00+00:00,320.0699073242188,STOP_LOSS,-115.003999999999,TSLA,280.0,11641.612171093757,1641.6121710937546,1756.6161710937536,-115.003999999999,Tesla,stocks
LONG,2025-06-27 14:25:00+00:00,301.29010854492185,299.8899146484375,304.0900963378906,301.2900085449219,299.8900146484375,1.399993896484375,34,2025-06-30 19:10:00+00:00,304.0900963378906,TAKE_PROFIT,95.1995849609375,GLD,4605.0,10461.026553906266,461.0265539062672,461.0265539062672,0.0,Gold ETF,commodities
SHORT,2025-06-27 14:35:00+00:00,219.6299048828125,221.4500969482422,215.98992075195312,221.4499969482422,219.6300048828125,1.8199920654296875,48,2025-06-27 19:50:00+00:00,221.4500969482422,STOP_LOSS,-87.36921914062532,AMZN,315.0,10523.449218115235,523.4492181152335,610.8184372558588,-87.36921914062532,Amazon,stocks
LONG,2025-06-27 15:30:00+00:00,498.17011342773435,496.43999399414065,501.62995229492185,498.1700134277344,496.4400939941406,1.72991943359375,19,2025-06-27 18:05:00+00:00,496.43999399414065,STOP_LOSS,-32.872269238280296,MSFT,155.0,9782.016974414084,-217.98302558591564,373.2909151367299,-591.2739407226455,Microsoft,stocks
SHORT,2025-06-27 16:00:00+00:00,173.46990122070312,174.80010305175782,170.80989755859375,174.8000030517578,173.47000122070312,1.3300018310546875,53,2025-06-27 19:50:00+00:00,174.80010305175782,STOP_LOSS,-70.50069704589879,GOOGL,230.0,9285.056676391598,-714.943323608404,151.0382999511707,-865.9816235595747,Google,stocks
SHORT,2025-06-27 18:15:00+00:00,496.43999399414065,498.17011342773435,492.98015512695315,498.1700134277344,496.4400939941406,1.72991943359375,19,2025-06-27 20:40:00+00:00,492.98015512695315,TAKE_PROFIT,65.7369384765625,MSFT,145.0,9847.753912890646,-152.24608710935314,373.2909151367299,-525.537002246083,Microsoft,stocks
SHORT,2025-06-27 18:25:00+00:00,612.6999122070313,613.85508046875,610.3899756835938,613.85498046875,612.7000122070312,1.15496826171875,16,2025-06-27 19:50:00+00:00,613.85508046875,STOP_LOSS,-18.482692187499197,SPY,85.0,10050.030484082044,50.03048408204586,261.587515625004,-211.55703154295816,S&P 500 ETF,stocks
SHORT,2025-06-27 18:25:00+00:00,546.739890234375,548.135109765625,543.949851171875,548.135009765625,546.739990234375,1.39501953125,18,2025-06-27 19:55:00+00:00,548.135109765625,STOP_LOSS,-25.113951562499096,QQQ,90.0,9834.575953515625,-165.4240464843533,12.584721093753615,-178.00876757810693,Nasdaq ETF,stocks
SHORT,2025-06-27 18:35:00+00:00,320.0699073242188,325.8201073242187,308.5699073242188,325.82000732421875,320.07000732421875,5.75,20,2025-06-27 20:45:00+00:00,325.8201073242187,STOP_LOSS,-115.003999999999,TSLA,130.0,11526.608171093758,1526.6081710937556,1756.6161710937536,-230.007999999998,Tesla,stocks
LONG,2025-06-27 19:50:00+00:00,613.85508046875,612.6999122070313,616.1650169921875,613.85498046875,612.7000122070312,1.15496826171875,16,2025-06-27 20:00:00+00:00,612.6999122070313,STOP_LOSS,-18.482692187499197,SPY,10.0,10031.547791894545,31.547791894546663,261.587515625004,-230.03972373045735,S&P 500 ETF,stocks
LONG,2025-06-27 19:50:00+00:00,174.80010305175782,173.46990122070312,177.4601067138672,174.8000030517578,173.47000122070312,1.3300018310546875,53,2025-06-27 19:55:00+00:00,177.4601067138672,TAKE_PROFIT,140.98019409179688,GOOGL,5.0,9426.036870483395,-573.9631295166071,151.0382999511707,-725.0014294677778,Google,stocks
LONG,2025-06-27 19:50:00+00:00,221.4500969482422,219.6299048828125,225.09008107910157,221.4499969482422,219.6300048828125,1.8199920654296875,47,2025-06-27 20:45:00+00:00,225.09008107910157,TAKE_PROFIT,171.07925415039062,AMZN,55.0,10694.528472265625,694.5284722656241,694.5284722656241,0.0,Amazon,stocks
LONG,2025-06-27 19:55:00+00:00,548.135109765625,546.739890234375,550.925148828125,548.135009765625,546.739990234375,1.39501953125,17,2025-06-30 16:00:00+00:00,550.925148828125,TAKE_PROFIT,47.4306640625,QQQ,4085.0,9882.006617578125,-117.99338242185331,12.584721093753615,-130.57810351560693,Nasdaq ETF,stocks
SHORT,2025-06-30 13:50:00+00:00,177.85990061035156,181.22010122070313,171.13989938964843,181.22000122070312,177.86000061035156,3.3600006103515625,28,2025-06-30 20:40:00+00:00,171.13989938964843,TAKE_PROFIT,188.1600341796875,GOOGL,410.0,9614.196904663082,-385.80309533691957,151.0382999511707,-536.8413952880903,Google,stocks
SHORT,2025-06-30 14:20:00+00:00,319.6098853515625,325.5799950195312,307.670066015625,325.57989501953125,319.6099853515625,5.96990966796875,19,2025-06-30 20:45:00+00:00,325.5799950195312,STOP_LOSS,-113.4320836914053,TSLA,385.0,11413.176087402353,1413.1760874023503,1756.6161710937536,-343.4400836914033,Tesla,stocks
SHORT,2025-06-30 14:35:00+00:00,615.9599219726563,617.490090234375,612.8999854492188,617.489990234375,615.9600219726562,1.52996826171875,16,2025-06-30 19:20:00+00:00,617.490090234375,STOP_LOSS,-24.482692187499197,SPY,285.0,10007.065099707046,7.065099707047466,261.587515625004,-254.52241591795655,S&P 500 ETF,stocks
SHORT,2025-06-30 14:55:00+00:00,221.2549048828125,223.82010732421875,216.1249,223.82000732421875,221.2550048828125,2.56500244140625,41,2025-06-30 20:45:00+00:00,216.1249,TAKE_PROFIT,210.3302001953125,AMZN,350.0,10904.858672460938,904.8586724609366,904.8586724609366,0.0,Amazon,stocks
LONG,2025-06-30 15:30:00+00:00,498.0001,495.58989633789065,502.8201073242187,498.0,495.5899963378906,2.410003662109375,19,2025-06-30 20:10:00+00:00,495.58989633789065,STOP_LOSS,-45.79386958007717,MSFT,280.0,9801.96004331057,-198.0399566894303,373.2909151367299,-571.3308718261602,Microsoft,stocks
LONG,2025-06-30 19:20:00+00:00,617.490090234375,615.9599219726563,620.5500267578125,617.489990234375,615.9600219726562,1.52996826171875,16,2025-06-30 20:00:00+00:00,615.9599219726563,STOP_LOSS,-24.482692187499197,SPY,40.0,9982.582407519547,-17.41759248045173,261.587515625004,-279.00510810545575,S&P 500 ETF,stocks
LONG,2025-06-30 19:20:00+00:00,551.3100975585937,549.009909765625,555.9100731445312,551.3099975585938,549.010009765625,2.29998779296875,17,2025-06-30 20:10:00+00:00,549.009909765625,STOP_LOSS,-39.1031924804679,QQQ,50.0,9842.903425097657,-157.0965749023212,12.584721093753615,-169.68129599607482,Nasdaq ETF,stocks
LONG,2025-06-30 20:30:00+00:00,617.490090234375,615.9599219726563,620.5500267578125,617.489990234375,615.9600219726562,1.52996826171875,16,2025-07-01 15:05:00+00:00,615.9599219726563,STOP_LOSS,-24.482692187499197,SPY,1115.0,9958.099715332048,-41.90028466795093,261.587515625004,-303.48780029295494,S&P 500 ETF,stocks
LONG,2025-06-30 20:30:00+00:00,551.3100975585937,549.009909765625,555.9100731445312,551.3099975585938,549.010009765625,2.29998779296875,17,2025-06-30 20:45:00+00:00,549.009909765625,STOP_LOSS,-39.1031924804679,QQQ,15.0,9803.800232617188,-196.1997673827891,12.584721093753615,-208.78448847654272,Nasdaq ETF,stocks
LONG,2025-06-30 21:05:00+00:00,551.3100975585937,549.009909765625,555.9100731445312,551.3099975585938,549.010009765625,2.29998779296875,17,2025-06-30 21:10:00+00:00,549.009909765625,STOP_LOSS,-39.1031924804679,QQQ,5.0,9764.69704013672,-235.302959863257,12.584721093753615,-247.88768095701062,Nasdaq ETF,stocks
LONG,2025-07-01 13:55:00+00:00,308.65009389648435,308.0699073242188,309.8100670410156,308.6499938964844,308.07000732421875,0.579986572265625,33,2025-07-01 14:50:00+00:00,308.0699073242188,STOP_LOSS,-19.14615688476397,GLD,55.0,10441.880397021501,441.88039702150326,461.0265539062672,-19.14615688476397,Gold ETF,commodities
LONG,2025-07-01 13:55:00+00:00,208.84009633789066,206.14000620117187,214.2398766113282,208.83999633789065,206.14010620117188,2.6998901367187784,34,2025-07-01 21:10:00+00:00,206.14000620117187,STOP_LOSS,-91.80306464843869,AAPL,435.0,9145.745454199203,-854.2545458007942,-20.014034082038933,-834.2405117187552,Apple,stocks
LONG,2025-07-01 14:10:00+00:00,550.1800926757812,549.1499244140625,552.2400291992187,550.1799926757812,549.1500244140625,1.02996826171875,17,2025-07-01 14:25:00+00:00,549.1499244140625,STOP_LOSS,-17.512860449217897,QQQ,15.0,9747.184179687501,-252.8158203124749,12.584721093753615,-265.4005414062285,Nasdaq ETF,stocks
LONG,2025-07-01 14:15:00+00:00,220.39009938964844,218.65990366210934,223.85009084472662,220.38999938964844,218.66000366210935,1.729995727539091,49,2025-07-01 15:10:00+00:00,218.65990366210934,STOP_LOSS,-84.77959064941578,AMZN,55.0,10820.079081811522,820.0790818115208,904.8586724609366,-84.77959064941581,Amazon,stocks
SHORT,2025-07-01 14:25:00+00:00,549.1499244140625,550.1800926757812,547.089987890625,550.1799926757812,549.1500244140625,1.02996826171875,17,2025-07-01 14:45:00+00:00,547.089987890625,TAKE_PROFIT,35.0189208984375,QQQ,20.0,9782.203100585939,-217.7968994140374,12.584721093753615,-230.381620507791,Nasdaq ETF,stocks
SHORT,2025-07-01 14:50:00+00:00,308.0699073242188,308.65009389648435,306.9099341796875,308.6499938964844,308.07000732421875,0.579986572265625,33,2025-07-02 18:15:00+00:00,308.65009389648435,STOP_LOSS,-19.14615688476397,GLD,1645.0,10422.734240136737,422.7342401367393,461.0265539062672,-38.29231376952794,Gold ETF,commodities
SHORT,2025-07-01 14:55:00+00:00,495.6399146484375,498.04010854492185,490.8399268554688,498.0400085449219,495.6400146484375,2.399993896484375,19,2025-07-01 21:10:00+00:00,490.8399268554688,TAKE_PROFIT,91.19976806640625,MSFT,375.0,9893.159811376976,-106.84018862302406,373.2909151367299,-480.13110375975396,Microsoft,stocks
LONG,2025-07-01 15:00:00+00:00,298.9401024414062,293.20989145507815,310.4001244140625,298.94000244140625,293.2099914550781,5.730010986328125,19,2025-07-02 14:15:00+00:00,310.4001244140625,TAKE_PROFIT,217.74041748046875,TSLA,1395.0,11630.916504882822,1630.916504882819,1756.6161710937536,-125.69966621093454,Tesla,stocks
SHORT,2025-07-01 15:00:00+00:00,174.27989877929687,176.09009633789063,170.65990366210937,176.08999633789062,174.27999877929688,1.80999755859375,53,2025-07-02 13:50:00+00:00,176.09009633789063,STOP_LOSS,-95.9404706054691,GOOGL,1370.0,9518.256434057614,-481.74356594238867,151.0382999511707,-632.7818658935594,Google,stocks
SHORT,2025-07-01 15:05:00+00:00,616.2549048828125,617.3500755859375,614.0649634765625,617.3499755859375,616.2550048828125,1.094970703125,16,2025-07-01 15:25:00+00:00,617.3500755859375,STOP_LOSS,-17.522731249999197,SPY,20.0,9940.576984082049,-59.423015917950124,261.587515625004,-321.01053154295414,S&P 500 ETF,stocks
SHORT,2025-07-01 15:10:00+00:00,218.65990366210934,220.39009938964844,215.19991220703116,220.38999938964844,218.66000366210935,1.729995727539091,49,2025-07-01 17:05:00+00:00,220.39009938964844,STOP_LOSS,-84.77959064941578,AMZN,115.0,10735.299491162106,735.299491162105,904.8586724609366,-169.55918129883162,Amazon,stocks
LONG,2025-07-01 16:10:00+00:00,617.3500755859375,616.2549048828125,619.5400169921875,617.3499755859375,616.2550048828125,1.094970703125,16,2025-07-02 16:50:00+00:00,619.5400169921875,TAKE_PROFIT,35.0390625,SPY,1480.0,9975.616046582049,-24.383953417950124,261.587515625004,-285.97146904295414,S&P 500 ETF,stocks
LONG,2025-07-01 17:05:00+00:00,220.39009938964844,218.65990366210934,223.85009084472662,220.38999938964844,218.66000366210935,1.729995727539091,48,2025-07-01 21:15:00+00:00,218.65990366210934,STOP_LOSS,-83.04939492187668,AMZN,250.0,10652.25009624023,652.2500962402283,904.8586724609366,-252.6085762207083,Amazon,stocks
LONG,2025-07-02 13:50:00+00:00,212.4500969482422,208.2759009765625,220.79808889160157,212.4499969482422,208.2760009765625,4.1739959716796875,21,2025-07-02 20:50:00+00:00,208.2759009765625,STOP_LOSS,-87.65811540527358,AAPL,420.0,9058.08733879393,-941.9126612060677,-20.014034082038933,-921.8986271240287,Apple,stocks
LONG,2025-07-02 14:00:00+00:00,176.2501,175.1698981689453,178.41010366210938,176.25,175.1699981689453,1.0800018310546875,54,2025-07-02 17:10:00+00:00,178.41010366210938,TAKE_PROFIT,116.64019775390625,GOOGL,190.0,9634.89663181152,-365.1033681884824,151.0382999511707,-516.1416681396531,Google,stocks
LONG,2025-07-02 14:00:00+00:00,547.9401024414062,546.1198951171875,551.5801170898437,547.9400024414062,546.1199951171875,1.82000732421875,17,2025-07-02 20:50:00+00:00,546.1198951171875,STOP_LOSS,-30.943524511717897,QQQ,410.0,9751.25957607422,-248.7404239257553,12.584721093753615,-261.3251450195089,Nasdaq ETF,stocks
LONG,2025-07-02 14:05:00+00:00,220.2551048828125,219.05989755859372,222.64511953125006,220.2550048828125,219.05999755859372,1.1950073242187784,48,2025-07-02 20:45:00+00:00,219.05989755859372,STOP_LOSS,-57.36995156250168,AMZN,400.0,10594.880144677729,594.8801446777267,904.8586724609366,-309.97852778321,Amazon,stocks
LONG,2025-07-02 14:20:00+00:00,313.0001,306.9099036621094,325.1800926757812,313.0,306.9100036621094,6.089996337890625,19,2025-07-02 20:50:00+00:00,325.1800926757812,TAKE_PROFIT,231.41986083984375,TSLA,390.0,11862.336365722666,1862.3363657226628,1862.3363657226628,0.0,Tesla,stocks
SHORT,2025-07-02 21:00:00+00:00,307.1999122070313,308.06009755859367,305.4799415039064,308.0599975585937,307.20001220703125,0.8599853515624432,33,2025-07-02 21:05:00+00:00,308.06009755859367,STOP_LOSS,-28.386116601558967,GLD,5.0,10394.348123535177,394.3481235351803,461.0265539062672,-66.6784303710869,Gold ETF,commodities
LONG,2025-07-02 21:05:00+00:00,308.06009755859367,307.1999122070313,309.78006826171855,308.0599975585937,307.20001220703125,0.8599853515624432,33,2025-07-02 21:20:00+00:00,307.1999122070313,STOP_LOSS,-28.386116601558967,GLD,15.0,10365.962006933618,365.96200693362135,461.0265539062672,-95.06454697264587,Gold ETF,commodities
SHORT,2025-07-02 21:55:00+00:00,175.1698981689453,176.2501,173.00989450683593,176.25,175.1699981689453,1.0800018310546875,55,2025-07-02 22:00:00+00:00,176.2501,STOP_LOSS,-59.41110070800818,GOOGL,5.0,9575.485531103512,-424.5144688964906,151.0382999511707,-575.5527688476614,Google,stocks
LONG,2025-07-02 22:00:00+00:00,176.2501,175.1698981689453,178.41010366210938,176.25,175.1699981689453,1.0800018310546875,54,2025-07-02 22:05:00+00:00,178.41010366210938,TAKE_PROFIT,116.64019775390625,GOOGL,5.0,9692.125728857418,-307.87427114258435,151.0382999511707,-458.91257109375505,Google,stocks
LONG,2025-07-03 13:50:00+00:00,554.510109765625,553.1798926757813,557.1701439453125,554.510009765625,553.1799926757812,1.33001708984375,17,2025-07-03 15:40:00+00:00,557.1701439453125,TAKE_PROFIT,45.2205810546875,QQQ,110.0,9796.480157128908,-203.5198428710678,12.584721093753615,-216.1045639648214,Nasdaq ETF,stocks
